,apelido,atleta_id,clube_id,foto,jogos_num,media_num,nome,pontos_num,posicao_id,preco_num,rodada_id,scout,slug,status_id,variacao_num
183,Jandrei,86508,293,https://s.glbimg.com/es/sde/f/2020/02/28/a43448ab0640bf1b8aba905b26aeb462_FORMATO.png,4,5.35,Jandrei Chitolina Carniel,0.0,1,9.01,37,"{'DD': 5, 'GS': 3, 'PI': 26, 'SG': 2}",jandrei,6,0.0
184,Aguilar,95494,293,https://s.glbimg.com/es/sde/f/2020/07/11/d7b3953a6bffe509daca41ab80ac36ae_FORMATO.png,10,2.07,Felipe Aguilar Mendoza,0.0,3,5.26,37,"{'CA': 1, 'DS': 11, 'FC': 4, 'FD': 1, 'FF': 2, 'FS': 4, 'GC': 1, 'PI': 11, 'SG': 3}",aguilar,6,0.0
185,Thiago Heleno,38394,293,https://s.glbimg.com/es/sde/f/2019/03/30/d941b7a4bb640424918c02ce3d930666_FORMATO.png,28,3.04,Thiago Heleno Henrique Ferreira,-4.7,3,5.43,37,"{'A': 1, 'CA': 4, 'CV': 2, 'DS': 33, 'FC': 22, 'FD': 2, 'FF': 13, 'FS': 24, 'G': 2, 'GC': 1, 'PI': 144, 'SG': 11}",thiago-heleno,3,-2.14
186,Gabriel,78605,264,https://s.glbimg.com/es/sde/f/2020/07/21/6007b8a8c3569c3a81dae7a64a598076_FORMATO.png,22,3.05,Gabriel Girotto Franco,6.4,4,5.92,37,"{'A': 1, 'CA': 6, 'DS': 73, 'FC': 32, 'FD': 1, 'FF': 3, 'FS': 27, 'FT': 1, 'G': 1, 'PI': 109}",gabriel,6,0.07
187,Geovane,96349,294,https://s.glbimg.com/es/sde/f/2020/03/02/1b21e0ae30ac2e4a34078bfbda81e2f1_FORMATO.png,0,0.0,Geovane Henrique Pereira de Souza,0.0,2,3.0,37,{},geovane,6,0.0
188,Juninho,71937,356,https://s.glbimg.com/es/sde/f/2019/09/03/f3c44a346794fb67a9084ef89211cd1c_FORMATO.png,27,2.41,Paulo Roberto Valoura J£nior,3.8,4,4.57,37,"{'A': 3, 'CA': 6, 'CV': 2, 'DS': 54, 'FC': 46, 'FD': 7, 'FF': 19, 'FS': 40, 'G': 3, 'PI': 227, 'PP': 1}",juninho,7,0.64
189,Muriel,69041,266,https://s.glbimg.com/es/sde/f/2020/08/11/37c640ec0cd77c476e2aeef745c5420f_FORMATO.png,19,2.36,Muriel Gustavo Becker,0.0,1,4.62,37,"{'DD': 19, 'FS': 6, 'GS': 20, 'PI': 140, 'SG': 4}",muriel,6,0.0
190,Luccas Claro,73465,266,https://s.glbimg.com/es/sde/f/2020/08/11/1062c554fc9540ac0e4184be2cd0a557_FORMATO.png,28,3.28,Luccas Claro dos Santos,0.9,3,6.59,37,"{'DS': 42, 'FC': 20, 'FD': 1, 'FF': 6, 'FS': 17, 'G': 2, 'I': 3, 'PI': 143, 'SG': 9}",luccas-claro,7,-0.09
191,Erick,98022,293,https://s.glbimg.com/es/sde/f/2019/04/01/9717a07ef27fdd10d8ac6c25914a376e_FORMATO.png,17,2.03,Erick Luis Conrado de Carvalho,0.0,4,4.18,37,"{'A': 1, 'CA': 5, 'DS': 42, 'FC': 36, 'FD': 7, 'FF': 13, 'FS': 5, 'PI': 58}",erick,6,0.0
192,Fred,38162,266,https://s.glbimg.com/es/sde/f/2020/08/11/1546fc5edcfb41d2e8f79f6eca1f6899_FORMATO.png,21,1.98,Frederico Chaves Guedes,-2.2,5,3.07,37,"{'A': 2, 'CA': 6, 'DS': 5, 'FC': 30, 'FD': 8, 'FF': 7, 'FS': 36, 'G': 4, 'I': 6, 'PI': 85}",fred,7,-0.37
193,ClÇber,104125,354,https://s.glbimg.com/es/sde/f/2020/07/16/715ecd8cb7718372d50406be7b2b10d9_FORMATO.png,32,2.81,ClÇber Bomfim de Jesus,0.0,5,10.09,37,"{'A': 1, 'CA': 1, 'DS': 34, 'FC': 74, 'FD': 14, 'FF': 23, 'FS': 39, 'FT': 1, 'G': 6, 'I': 13, 'PI': 98}",cleber,6,0.0
194,Pablo Dyego,86444,266,https://s.glbimg.com/es/sde/f/2020/08/31/f7dd32a701b0a6198b97fcfb050814fa_FORMATO.png,0,0.0,Pablo Dyego da Silva Rosa,0.0,5,2.0,37,{},pablo-dyego,6,0.0
195,Bissoli,100762,293,https://s.glbimg.com/es/sde/f/2020/03/03/9afb408f4d0f07b2b83a6b6e179b3766_FORMATO.png,12,0.92,Guilherme Bissoli Campos,0.8,5,2.29,37,"{'A': 1, 'DS': 2, 'FC': 7, 'FD': 2, 'FF': 3, 'FS': 4, 'FT': 1, 'I': 2, 'PI': 13}",bissoli,6,-0.79
196,Michel,80664,264,https://s.glbimg.com/es/sde/f/2020/07/21/7e91aeb17ccdb9585d3febb0d345e0a4_FORMATO.png,5,3.28,Michel Macedo Rocha Machado,5.6,2,5.0,37,"{'DS': 5, 'FC': 3, 'FD': 1, 'FF': 2, 'FS': 6, 'I': 1, 'PI': 24, 'SG': 2}",michel,6,0.24
197,Gabriel Dias,88368,356,https://s.glbimg.com/es/sde/f/2019/03/22/4d0e23087bc533d8757c980cbd598eee_FORMATO.png,30,2.72,Gabriel Dias de Oliveira,-1.1,2,6.69,37,"{'A': 1, 'CA': 3, 'CV': 1, 'DS': 29, 'FC': 26, 'FD': 5, 'FF': 9, 'FS': 28, 'G': 1, 'I': 3, 'PI': 125, 'SG': 10}",gabriel-dias,3,-0.51
198,Patric,60969,292,https://s.glbimg.com/es/sde/f/2020/07/20/8da72cb158360ebe2e1e03b6c12b81dd_FORMATO.png,33,2.48,Patric Cabral Lalau,4.1,2,8.49,37,"{'A': 5, 'CA': 3, 'CV': 1, 'DS': 48, 'FC': 41, 'FD': 7, 'FF': 16, 'FS': 38, 'FT': 1, 'G': 1, 'GC': 1, 'I': 9, 'PI': 310, 'SG': 6}",patric,7,1.07
199,Pepà,91201,284,https://s.glbimg.com/es/sde/f/2018/07/31/21dbd08feda4a4caf00ffc5fe75ec14b_FORMATO.png,29,5.78,Eduardo Gabriel Aquino Cossa,1.6,5,14.0,37,"{'A': 5, 'CA': 1, 'DS': 39, 'FC': 12, 'FD': 8, 'FF': 15, 'FS': 59, 'FT': 1, 'G': 9, 'I': 4, 'PI': 125}",pepe,6,0.05
200,Yago Felipe,87747,266,https://s.glbimg.com/es/sde/f/2020/08/11/547c3364c22efd6f4b6928ed120d64b9_FORMATO.png,26,2.73,Yago Felipe da Costa Rocha,1.1,4,4.56,37,"{'CA': 7, 'DS': 63, 'FC': 35, 'FD': 6, 'FF': 9, 'FS': 40, 'G': 2, 'I': 2, 'PI': 98}",yago-felipe,7,-0.38
201,Rodrigues,91251,284,https://s.glbimg.com/es/sde/f/2018/08/09/e6b3f5b4c7922f94ca18791b3af1f390_FORMATO.png,20,1.7,Antìnio Josenildo Rodrigues de Oliveira,0.0,3,2.29,37,"{'CA': 3, 'DS': 16, 'FC': 7, 'FD': 1, 'FF': 6, 'FS': 12, 'I': 2, 'PI': 86, 'SG': 5}",rodrigues,7,0.0
202,Vitinho,101960,293,https://s.glbimg.com/es/sde/f/2019/08/09/4c1f2f2ebbf72fa37a797a53aababd3a_FORMATO.png,13,4.67,Vitor Hugo Naum dos Santos,0.4,5,12.94,37,"{'A': 1, 'CA': 1, 'DS': 11, 'FC': 19, 'FD': 7, 'FF': 7, 'FS': 23, 'FT': 2, 'G': 4, 'I': 5, 'PI': 46}",vitinho,6,-1.31
203,Max Walef,84338,356,https://s.glbimg.com/es/sde/f/2019/03/22/a9f9fc2677cbf0f365db6054f150935d_FORMATO.png,1,11.4,Max Walef Ara£jo da Silva,0.0,1,3.76,37,"{'DD': 2, 'FS': 1, 'PI': 21, 'SG': 1}",max-walef,5,0.0
204,Ramiro,78715,264,https://s.glbimg.com/es/sde/f/2020/07/21/e0a5bdd5ef228e8a11c02f81d9776f1f_FORMATO.png,23,2.21,Ramiro Moschen Benetti,3.2,4,6.34,37,"{'A': 1, 'CA': 8, 'DS': 58, 'FC': 45, 'FD': 10, 'FF': 8, 'FS': 20, 'FT': 2, 'G': 1, 'I': 1, 'PI': 154}",ramiro,7,0.7
205,Abner Vin°cius,104513,293,https://s.glbimg.com/es/sde/f/2020/03/03/8152efe1ea15b6718521532a290b7451_FORMATO.png,31,3.77,Abner Vin°cius da Silva Santos,-0.4,2,9.41,37,"{'A': 3, 'CA': 4, 'DS': 53, 'FC': 39, 'FD': 6, 'FF': 10, 'FS': 13, 'G': 3, 'I': 1, 'PI': 286, 'SG': 12}",abner-vinicius,7,-0.25
206,David,90309,356,https://s.glbimg.com/es/sde/f/2020/03/06/c5ae2181227b8ce1cfaa3ff33c7d8ac0_FORMATO.png,30,3.06,David Correa da Fonseca,1.9,5,5.37,37,"{'A': 3, 'CA': 4, 'DS': 32, 'FC': 51, 'FD': 8, 'FF': 19, 'FS': 34, 'G': 7, 'I': 15, 'PI': 119}",david,7,0.38
207,Marcos Felipe ,85004,266,https://s.glbimg.com/es/sde/f/2020/08/11/1e384aacfbb6566d7f8e26a14bdb07ed_FORMATO.png,16,2.21,Marcos Felipe de Freitas Monteiro,-3.5,1,1.13,37,"{'A': 1, 'DD': 11, 'FS': 3, 'GS': 15, 'PI': 152, 'SG': 6}",marcos-felipe,7,-0.91
208,Bruno Melo,84339,356,https://s.glbimg.com/es/sde/f/2020/03/06/88d17bd8903f1e821665cdd49c0bf7d9_FORMATO.png,20,2.19,Bruno Ferreira Melo,1.0,2,4.3,37,"{'CA': 4, 'DS': 18, 'FC': 26, 'FD': 2, 'FF': 3, 'FS': 12, 'G': 2, 'I': 2, 'PI': 90, 'SG': 6}",bruno-melo,7,-0.11
209,Patrick,99918,284,https://s.glbimg.com/es/sde/f/2020/07/19/c14a26423f60b6ea3fad21b28855d481_FORMATO.png,2,0.15,Patrick Machado Ferreira ,0.0,4,2.32,37,"{'DS': 1, 'FC': 1, 'PI': 2}",patrick,6,0.0
210,Lucas Halter,102253,293,https://s.glbimg.com/es/sde/f/2019/05/18/8451dd8fd1ce139e8f57e002de068475_FORMATO.png,8,1.18,Lucas Halter,0.0,3,3.19,37,"{'A': 1, 'CA': 1, 'DS': 5, 'FC': 9, 'FD': 1, 'FF': 1, 'FS': 4, 'PI': 31, 'SG': 1}",lucas-halter,6,0.0
211,Nino,91708,266,https://s.glbimg.com/es/sde/f/2020/08/11/672deb726c86fbc4b3c7a16153f7ec70_FORMATO.png,25,3.86,Marc°lio Floràncio Mota Filho,-2.5,3,5.59,37,"{'CA': 5, 'CV': 1, 'DS': 51, 'FC': 20, 'FD': 1, 'FF': 5, 'FS': 40, 'G': 3, 'PI': 90, 'SG': 6}",nino,3,-1.15
212,Felipe,91733,356,https://s.glbimg.com/es/sde/f/2019/03/22/4ef6aa2bd0c3f910bdb023b63225bec1_FORMATO.png,30,2.0,Luiz Antonio Ferreira Rodrigues,-0.7,4,4.81,37,"{'CA': 10, 'CV': 2, 'DS': 82, 'FC': 47, 'FD': 3, 'FF': 8, 'FS': 52, 'G': 1, 'PI': 127}",felipe,3,0.16
213,Yuri Lima,90569,266,https://s.glbimg.com/es/sde/f/2020/08/11/b2893fbcf5a6387a335f1fc33beb7f4d_FORMATO.png,14,0.63,Yuri Oliveira Lima,-1.0,4,1.31,37,"{'CA': 4, 'DS': 24, 'FC': 26, 'FD': 4, 'FF': 3, 'FS': 6, 'PI': 43}",yuri-lima,6,-0.66
214,Mariano V†zquez,98760,356,https://s.glbimg.com/es/sde/f/2019/07/03/8893116eb5db26f6e34e68d817fe606d_FORMATO.png,17,0.19,Mariano V†zquez,-2.8,4,0.79,37,"{'CA': 2, 'DS': 5, 'FC': 12, 'FD': 1, 'FF': 3, 'FS': 11, 'FT': 1, 'I': 3, 'PI': 22}",mariano-vazquez,6,-0.82
215,Cantillo,85315,264,https://s.glbimg.com/es/sde/f/2020/03/02/73fc67e78e28d846205cc92aff55d6e7_FORMATO.png,17,1.72,V°ctor Danilo Cantillo JimÇnez,0.0,4,5.21,37,"{'A': 2, 'CA': 2, 'DS': 24, 'FC': 19, 'FD': 2, 'FF': 5, 'FS': 16, 'PI': 56}",cantillo,7,0.0
216,Khellven ,105175,293,https://s.glbimg.com/es/sde/f/2019/09/20/ee145800d6e1353696905f1aea903802_FORMATO.png,19,2.19,Khellven Douglas Silva Oliveira,-0.7,2,4.12,37,"{'A': 1, 'CA': 3, 'DS': 26, 'FC': 19, 'FD': 1, 'FF': 3, 'FS': 4, 'PI': 97, 'SG': 6}",khellven,6,-0.1
217,Romarinho,84523,356,https://s.glbimg.com/es/sde/f/2020/03/06/e4bf45811b6c858824a076c5f69c6ae0_FORMATO.png,29,3.04,JosÇ Rom†rio Silva de Souza,1.5,5,8.35,37,"{'CA': 3, 'DS': 23, 'FC': 18, 'FD': 10, 'FF': 16, 'FS': 63, 'FT': 1, 'G': 4, 'I': 2, 'PI': 101}",romarinho,7,0.18
218,Quintero,96382,356,https://s.glbimg.com/es/sde/f/2019/03/22/df21f8c767acbe98de2f1a88be61c8e8_FORMATO.png,14,1.32,Juan Sebasti†n Quintero Fletcher,0.5,3,1.74,37,"{'CA': 3, 'CV': 1, 'DS': 8, 'FC': 12, 'FF': 3, 'FS': 5, 'PI': 24, 'SG': 5}",quintero,7,0.13
219,Everaldo ,91151,264,https://s.glbimg.com/es/sde/f/2020/07/21/0f49a5ab71c0b39969f9233907e200b9_FORMATO.png,7,2.18,Everaldo Silva do Nascimento,0.0,5,3.74,37,"{'CA': 1, 'DS': 5, 'FC': 6, 'FD': 2, 'FF': 5, 'FS': 5, 'G': 1, 'PI': 16}",everaldo,6,0.0
220,Matheus Pato,92290,266,https://s.glbimg.com/es/sde/f/2020/02/27/cfc13c70b277f0c5b63a5534f08fad66_FORMATO.png,0,0.0,Matheus Antonio Souza dos Santos,0.0,5,2.0,37,{},matheus-pato,6,0.0
221,Frazan,97528,266,https://s.glbimg.com/es/sde/f/2020/08/31/26157eb4d01c29438f7335acae2d0a72_FORMATO.png,1,4.4,Wesley Frazan Bernardo,0.0,3,3.12,37,"{'FC': 1, 'PI': 1, 'SG': 1}",frazan,6,0.0
222,Bruno MÇndez,103700,264,https://s.glbimg.com/es/sde/f/2020/07/21/6397a94e3bfbcdb900a347337e82571e_FORMATO.png,12,1.17,Bruno MÇndez Cittadini,0.0,3,2.36,37,"{'CA': 3, 'CV': 1, 'DS': 16, 'FC': 12, 'FD': 1, 'FS': 1, 'PI': 67, 'SG': 4}",bruno-mendez,7,0.0
223,Richard,86711,293,https://s.glbimg.com/es/sde/f/2020/07/21/282e88366ff0e11540856b5dd644148a_FORMATO.png,26,1.73,Richard CÉndido Coelho,2.4,4,3.01,37,"{'A': 1, 'CA': 6, 'CV': 1, 'DS': 67, 'FC': 41, 'FD': 1, 'FF': 6, 'FS': 28, 'PI': 99}",richard,3,0.61
224,Matheus Henrique,100742,284,https://s.glbimg.com/es/sde/f/2020/07/19/2e4d9048adfe4f9650ef110a2758b57e_FORMATO.png,26,1.98,Matheus Henrique de Souza,0.0,4,6.05,37,"{'A': 1, 'CA': 6, 'CV': 1, 'DS': 42, 'FC': 42, 'FD': 5, 'FF': 7, 'FS': 54, 'G': 2, 'PI': 119}",matheus-henrique,6,0.0
225,Fernando Pacheco,98740,266,https://s.glbimg.com/es/sde/f/2020/08/11/0f3de4bf496db9970fd66f13146a40a4_FORMATO.png,14,0.7,Fernando JosÇ Pacheco Rivas,0.0,5,2.35,37,"{'CA': 1, 'DS': 7, 'FC': 8, 'FD': 3, 'FF': 3, 'FS': 9, 'FT': 1, 'I': 4, 'PI': 28}",fernando-pacheco,6,0.0
226,Guilherme,108539,264,https://s.glbimg.com/es/sde/f/2020/07/21/bb5062302e06646e9b5f34217a68a349_FORMATO.png,0,0.0,Guilherme Vicentini Castellani,0.0,1,1.0,37,{},guilherme,6,0.0
227,Pedro Henrique,87225,293,https://s.glbimg.com/es/sde/f/2020/07/20/2e55ca8b5694bd4dc3fd1469cce872c2_FORMATO.png,27,3.4,Pedro Henrique Ribeiro Gonáalves,4.5,3,6.25,37,"{'CA': 1, 'DS': 46, 'FC': 16, 'FD': 1, 'FF': 5, 'FS': 23, 'PI': 111, 'SG': 10}",pedro-henrique,7,0.52
228,Mateus Vital,93108,264,https://s.glbimg.com/es/sde/f/2020/07/21/5dcf880865714624f3dd33ea666f3d81_FORMATO.png,16,2.88,Mateus da Silva Vital AssumpáÑo,0.9,4,5.38,37,"{'CA': 3, 'DS': 11, 'FC': 9, 'FD': 10, 'FF': 5, 'FS': 20, 'G': 3, 'I': 2, 'PI': 36}",mateus-vital,7,0.43
229,Darlan,104593,284,https://s.glbimg.com/es/sde/f/2020/07/19/86f5908425375d7aa9007181ae00f69c_FORMATO.png,20,1.41,Darlan Pereira Mendes,-2.4,4,3.68,37,"{'CA': 4, 'DS': 36, 'FC': 19, 'FD': 1, 'FF': 3, 'FS': 9, 'G': 1, 'PI': 64}",darlan,7,-0.05
230,Dav¢,105533,264,https://s.glbimg.com/es/sde/f/2020/07/21/31711f2df06b5fbccca62e7cc6cf4a73_FORMATO.png,4,3.7,Matheus Alvarenga de Oliveira,0.0,5,1.96,37,"{'CA': 1, 'DS': 1, 'FC': 4, 'FD': 2, 'FF': 2, 'FS': 2, 'G': 2, 'I': 4, 'PI': 12}",davo,6,0.0
231,Guilherme Azevedo,105837,284,https://s.glbimg.com/es/sde/f/2020/07/19/756f7ee69aa8fccdfd44fbbf534a60a0_FORMATO.png,8,1.47,Guilherme da Silva Azevedo,0.0,5,1.69,37,"{'DS': 6, 'FC': 2, 'FD': 2, 'FF': 2, 'FS': 8, 'I': 1, 'PI': 7}",guilherme-azevedo,6,0.0
232,Vi§a,98974,275,https://s.glbimg.com/es/sde/f/2020/02/28/444cc845fe792b0fdd234c579e4c31de_FORMATO.png,19,5.09,Mat°as Nicol†s Vi§a Susperreguy,8.9,2,9.69,37,"{'A': 2, 'CA': 4, 'DS': 57, 'FC': 26, 'FD': 3, 'FF': 10, 'FS': 24, 'G': 1, 'I': 2, 'PI': 146, 'SG': 7}",vina,6,1.31
233,Vanderlei Luxemburgo,41327,267,https://s.glbimg.com/es/sde/f/2020/12/31/a8308071841710b7b43c3c0f28ff6113_FORMATO.png,24,3.26,Vanderlei Luxemburgo da Silva,4.6,6,10.35,37,{},vanderlei-luxemburgo,7,0.69
234,Diogo Barbosa,70916,284,https://s.glbimg.com/es/sde/f/2020/09/11/8c1bbc63952b2e050b6b5662f996e79d_FORMATO.png,23,3.63,Diogo Barbosa Mendanha,5.2,2,8.86,37,"{'A': 3, 'CA': 1, 'DS': 52, 'FC': 17, 'FD': 1, 'FF': 7, 'FS': 18, 'I': 1, 'PI': 130, 'SG': 5}",diogo-barbosa,6,0.54
235,Marcos Rocha,63013,275,https://s.glbimg.com/es/sde/f/2020/03/09/ebc79a97a8840c38c63b16446a1c84b5_FORMATO.png,19,3.34,Marcos Luis Rocha Aquino,2.1,2,7.71,37,"{'A': 1, 'CA': 2, 'DS': 51, 'FC': 20, 'FF': 1, 'FS': 14, 'PI': 166, 'SG': 6}",marcos-rocha,7,-1.86
236,Marcos Paulo,103645,266,https://s.glbimg.com/es/sde/f/2020/08/11/5b35d14db960f09dcadfc0f4d9b8d262_FORMATO.png,23,2.58,Marcos Paulo Costa do Nascimento,0.0,5,5.7,37,"{'A': 3, 'DS': 20, 'FC': 11, 'FD': 4, 'FF': 6, 'FS': 7, 'G': 3, 'I': 1, 'PI': 67}",marcos-paulo,6,0.0
237,Jailson,72290,275,https://s.glbimg.com/es/sde/f/2020/03/09/511303024e5679ad2b3ae40dd0b19d1d_FORMATO.png,5,-1.16,Jailson Marcelino dos Santos,0.0,1,1.49,37,"{'CA': 1, 'DD': 2, 'FS': 1, 'GS': 7, 'PI': 33, 'SG': 1}",jailson,2,0.0
238,Luan,80692,275,https://s.glbimg.com/es/sde/f/2020/03/09/f29c869ccdfaa407340b9047dbf761fa_FORMATO.jpeg,23,2.48,Luan Garcia Teixeira,-0.9,3,5.11,37,"{'CA': 6, 'DS': 36, 'FC': 17, 'FF': 4, 'FS': 15, 'GC': 1, 'I': 2, 'PI': 81, 'SG': 9}",luan,3,0.27
239,Patrick de Paula,107172,275,https://s.glbimg.com/es/sde/f/2020/03/09/a9c14c249329965a83e2f3b2bda2642b_FORMATO.png,22,3.55,Patrick de Paula Carreiro,4.6,4,6.27,37,"{'A': 1, 'CA': 2, 'DS': 45, 'FC': 26, 'FD': 9, 'FF': 14, 'FS': 25, 'FT': 2, 'G': 2, 'I': 1, 'PI': 109}",patrick-de-paula,6,0.5
240,Lucas Lima,80583,275,https://s.glbimg.com/es/sde/f/2019/01/14/3629dc12c2a7c9f0e4c6c53a4a2cbb61_FORMATO.jpeg,25,1.66,Lucas Rafael Ara£jo Lima,0.7,4,4.62,37,"{'A': 2, 'CA': 6, 'DS': 38, 'FC': 29, 'FD': 5, 'FF': 8, 'FS': 30, 'FT': 1, 'G': 1, 'I': 3, 'PI': 170}",lucas-lima,7,-1.38
241,Wesley,105811,275,https://s.glbimg.com/es/sde/f/2020/03/09/a109fbcc7f3230d816eba0d842c3c2fd_FORMATO.png,14,4.25,Wesley Ribeiro Silva,-0.2,5,4.94,37,"{'A': 2, 'CA': 2, 'DS': 16, 'FC': 16, 'FD': 9, 'FF': 11, 'FS': 22, 'FT': 2, 'G': 2, 'I': 4, 'PI': 51}",wesley,6,-1.79
242,Vinicius Silvestre,85083,275,https://s.glbimg.com/es/sde/f/2020/02/28/c700e89cfd0aa09a1bc96945a20848f3_FORMATO.png,0,0.0,Vinicius Silvestre da Costa,0.0,1,3.0,37,{},vinicius-silvestre,2,0.0
243,Rodrigo Nestor,106822,276,https://s.glbimg.com/es/sde/f/2019/12/07/0b3e5d02f629008714cf1410e53eb9b6_FORMATO.png,5,0.52,Rodrigo Nestor Bertalia,0.0,4,1.73,37,"{'CA': 1, 'DS': 4, 'FC': 3, 'FD': 1, 'FS': 3, 'PI': 6}",rodrigo-nestor,6,0.0
244,Luan Silva,102295,275,https://s.glbimg.com/es/sde/f/2020/03/07/9323f3231e0e80378421c98fe7c6b795_FORMATO.png,0,0.0,Luan Silva dos Santos,0.0,5,2.0,37,{},luan-silva,5,0.0
245,Mayke,81150,275,https://s.glbimg.com/es/sde/f/2019/01/14/44f0336a3733e2e3fb4fccc9cf275f3a_FORMATO.jpeg,16,2.16,Mayke Rocha de Oliveira,0.5,2,5.14,37,"{'CA': 2, 'CV': 1, 'DS': 32, 'FC': 14, 'FF': 2, 'FS': 10, 'I': 1, 'PI': 75, 'SG': 4}",mayke,6,-0.84
246,Gabriel Veron,103764,275,https://s.glbimg.com/es/sde/f/2020/01/20/4d926ee7edebf4a6823049ca2eb242a7_FORMATO.png,17,3.62,Gabriel Veron Fonseca de Souza,0.0,5,7.57,37,"{'A': 2, 'CA': 1, 'DS': 24, 'FC': 16, 'FD': 2, 'FF': 4, 'FS': 14, 'G': 4, 'I': 3, 'PI': 55}",gabriel-veron,6,0.0
247,Gabriel Menino,103767,275,https://s.glbimg.com/es/sde/f/2020/01/20/119d338ee09aacf08faae33fa7047de7_FORMATO.png,23,3.08,Gabriel Vin°cius Menino,0.0,4,6.26,37,"{'A': 6, 'CA': 8, 'DS': 53, 'FC': 37, 'FD': 5, 'FF': 18, 'FS': 46, 'I': 6, 'PI': 181}",gabriel-menino,6,0.0
248,ZÇ Rafael,82455,275,https://s.glbimg.com/es/sde/f/2020/03/09/ada4c949fbe8a7d69336cf1ccd4ad0e9_FORMATO.png,22,2.73,JosÇ Rafael Vivian,0.2,4,8.83,37,"{'A': 3, 'CA': 5, 'CV': 2, 'DS': 38, 'FC': 39, 'FD': 5, 'FF': 13, 'FS': 43, 'G': 2, 'PI': 72}",ze-rafael,7,-0.39
249,Emerson Santos,86972,275,https://s.glbimg.com/es/sde/f/2020/02/28/4d5c465a6fd405b025d4ca76e81d24a1_FORMATO.png,9,2.87,Emerson Raymundo Santos,0.0,3,3.59,37,"{'CA': 3, 'DS': 12, 'FC': 13, 'FD': 2, 'FF': 2, 'FS': 5, 'PI': 51, 'SG': 5}",emerson-santos,6,0.0
250,Esteves,100846,275,https://s.glbimg.com/es/sde/f/2019/07/08/cd984c932e6f6d7e51df1e0963c5513e_FORMATO.jpeg,6,0.9,Lucas Esteves de Souza,0.0,2,2.14,37,"{'CA': 2, 'DS': 5, 'FC': 9, 'FF': 1, 'FS': 3, 'I': 1, 'PI': 29, 'SG': 2}",esteves,7,0.0
251,Carlos S†nchez,81677,277,https://s.glbimg.com/es/sde/f/2020/03/09/dcd863bb1e191c65dfdeac7713a01704_FORMATO.png,12,1.66,Carlos AndrÇs S†nchez Arcosa,0.0,4,5.65,37,"{'A': 1, 'CA': 1, 'DS': 15, 'FC': 11, 'FD': 6, 'FF': 7, 'FS': 18, 'I': 1, 'PI': 98, 'PP': 1}",carlos-sanchez,5,0.0
252,Rony,91607,275,https://s.glbimg.com/es/sde/f/2020/02/28/084ca5caaf485fd3cbf303cda6bbd8bf_FORMATO.png,18,3.27,Ronielson da Silva Barbosa,0.9,5,9.25,37,"{'CA': 2, 'DS': 23, 'FC': 35, 'FD': 11, 'FF': 14, 'FS': 26, 'G': 4, 'I': 9, 'PI': 74}",rony,6,-0.38
253,Gustavo Scarpa,87999,275,https://s.glbimg.com/es/sde/f/2019/10/03/47c21ed885c76c65fecede59c0ecf1e0_FORMATO.png,19,2.33,Gustavo Henrique Furtado Scarpa,2.6,4,6.04,37,"{'A': 2, 'CA': 2, 'DS': 12, 'FC': 13, 'FD': 11, 'FF': 14, 'FS': 20, 'FT': 1, 'G': 1, 'PI': 126}",gustavo-scarpa,7,-1.35
254,Daniel Alves,38939,276,https://s.glbimg.com/es/sde/f/2020/03/09/9996d55cd79f9deac2e370cbb20e3d36_FORMATO.png,24,1.79,Daniel Alves da Silva,0.0,4,11.03,37,"{'A': 2, 'CA': 8, 'DS': 48, 'FC': 50, 'FD': 8, 'FF': 19, 'FS': 45, 'FT': 1, 'G': 1, 'I': 7, 'PI': 287}",daniel-alves,7,0.0
255,Tor¢,101885,276,https://s.glbimg.com/es/sde/f/2019/04/01/537547b0687a098437442f6632e753bc_FORMATO.png,11,0.67,Jonas Gabriel da Silva Nunes,-0.6,5,2.73,37,"{'A': 1, 'CA': 1, 'DS': 4, 'FC': 3, 'FD': 1, 'FF': 2, 'FS': 2, 'PI': 19}",toro,6,-0.19
256,Raphael Veiga,94509,275,https://s.glbimg.com/es/sde/f/2020/10/05/eba17da38b8f96bc0a8b648fa5aa7acc_FORMATO.png,21,4.41,Raphael Cavalcante Veiga,-0.7,4,8.51,37,"{'A': 1, 'CA': 3, 'DS': 18, 'FC': 23, 'FD': 7, 'FF': 14, 'FS': 31, 'G': 8, 'I': 1, 'PI': 113}",raphael-veiga,6,-0.18
257,Marcelo Lomba,68872,285,https://s.glbimg.com/es/sde/f/2020/02/27/ff4cfd7c9d5ee3bf7c1f281c6a05c147_FORMATO.png,36,1.05,Marcelo Lomba do Nascimento,-5.0,1,7.4,37,"{'CA': 4, 'DD': 20, 'DS': 1, 'FS': 3, 'GS': 34, 'PI': 390, 'SG': 14}",marcelo-lomba,7,-1.22
258,Gabriel Sara,100763,276,https://s.glbimg.com/es/sde/f/2020/11/05/d6c6115b5a030607c5a349c3c7265105_FORMATO.png,27,2.56,Gabriel Davi Gomes Sara,-1.2,4,4.04,37,"{'A': 1, 'CA': 5, 'DS': 31, 'FC': 30, 'FD': 8, 'FF': 27, 'FS': 29, 'G': 4, 'I': 5, 'PI': 173}",gabriel-sara,6,-0.63
